Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	Epsilon	EpLenMean	EpLenStd	AvgScoresFor100Episodes
dqn5	2	2	1	0.25385403633117676	20.5151515152	8.3489110599	47.0	9.0	0.999	20.5151515152	8.3489110599	19.5151515152
dqn5	2	2	2	0.3169245719909668	20.6470588235	8.26004683415	47.0	9.0	0.998001	20.6470588235	8.26004683415	19.6470588235
dqn5	2	2	3	0.37694406509399414	20.4	8.26766507028	47.0	9.0	0.997002999	20.4	8.26766507028	19.4
dqn5	2	2	4	0.43845677375793457	20.3333333333	8.16156303113	47.0	9.0	0.996005996001	20.3333333333	8.16156303113	19.3333333333
dqn5	2	2	5	0.5013713836669922	20.0810810811	8.19155259804	47.0	9.0	0.995009990004999	20.0810810811	8.19155259804	19.0810810811
dqn5	2	2	6	0.5614030361175537	20.0789473684	8.08306084204	47.0	9.0	0.994014980014994	20.0789473684	8.08306084204	19.0789473684
dqn5	2	2	7	0.6212348937988281	19.9230769231	8.03640631315	47.0	9.0	0.993020965034979	19.9230769231	8.03640631315	18.9230769231
dqn5	2	2	8	0.6840219497680664	20.075	7.9918317675	47.0	9.0	0.9920279440699441	20.075	7.9918317675	19.075
dqn5	2	2	9	0.7459793090820312	20.0	7.90800767361	47.0	9.0	0.9910359161258742	20.0	7.90800767361	19.0
dqn5	2	2	10	0.8057103157043457	20.0714285714	7.82667251909	47.0	9.0	0.9900448802097482	20.0714285714	7.82667251909	19.0714285714
dqn5	2	2	11	0.864682674407959	20.1627906977	7.75775750551	47.0	9.0	0.9890548353295385	20.1627906977	7.75775750551	19.1627906977
dqn5	2	2	12	0.9254462718963623	20.0	7.74303205822	47.0	9.0	0.988065780494209	20.0	7.74303205822	19.0
dqn5	2	2	13	0.9876971244812012	20.4	8.10322295277	47.0	9.0	0.9870777147137147	20.4	8.10322295277	19.4
dqn5	2	2	14	1.0472114086151123	20.1956521739	8.13104508288	47.0	9.0	0.986090636999001	20.1956521739	8.13104508288	19.1956521739
dqn5	2	2	15	1.1076488494873047	20.0212765957	8.13055534913	47.0	9.0	0.9851045463620021	20.0212765957	8.13055534913	19.0212765957
dqn5	2	2	16	1.167081594467163	20.0416666667	8.0466305923	47.0	9.0	0.98411944181564	20.0416666667	8.0466305923	19.0416666667
dqn5	2	2	17	1.2287075519561768	19.8571428571	8.06605383628	47.0	9.0	0.9831353223738244	19.8571428571	8.06605383628	18.8571428571
dqn5	2	2	18	1.288717269897461	19.94	8.00602273292	47.0	9.0	0.9821521870514506	19.94	8.00602273292	18.94
dqn5	2	2	19	1.3495151996612549	20.6274509804	9.29887360734	55.0	9.0	0.9811700348643991	20.6274509804	9.29887360734	19.6274509804
dqn5	2	2	20	1.4084019660949707	20.6730769231	9.21478985496	55.0	9.0	0.9801888648295347	20.6730769231	9.21478985496	19.6730769231
dqn5	2	2	21	1.4702603816986084	20.7169811321	9.13293306436	55.0	9.0	0.9792086759647052	20.7169811321	9.13293306436	19.7169811321
