Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	Epsilon	EpLenMean	EpLenStd	AvgScoresFor100Episodes
dqn4	2	2	1	0.6430659294128418	23.3636363636	11.0201418399	57.0	10.0	0.999	23.3636363636	11.0201418399	22.3636363636
dqn4	2	2	2	0.7062461376190186	23.3823529412	10.857403833	57.0	10.0	0.998001	23.3823529412	10.857403833	22.3823529412
dqn4	2	2	3	0.7707598209381104	23.0857142857	10.8400617515	57.0	10.0	0.997002999	23.0857142857	10.8400617515	22.0857142857
dqn4	2	2	4	0.8335227966308594	22.9722222222	10.7095131934	57.0	10.0	0.996005996001	22.9722222222	10.7095131934	21.9722222222
dqn4	2	2	5	0.9000916481018066	22.8648648649	10.5834193682	57.0	10.0	0.995009990004999	22.8648648649	10.5834193682	21.8648648649
dqn4	2	2	6	0.9627945423126221	22.6578947368	10.5188460338	57.0	10.0	0.994014980014994	22.6578947368	10.5188460338	21.6578947368
dqn4	2	2	7	1.0247564315795898	23.3333333333	11.1868359756	57.0	10.0	0.993020965034979	23.3333333333	11.1868359756	22.3333333333
dqn4	2	2	8	1.0873112678527832	23.025	11.2126881255	57.0	10.0	0.9920279440699441	23.025	11.2126881255	22.025
dqn4	2	2	9	1.1511390209197998	23.0243902439	11.075104591	57.0	10.0	0.9910359161258742	23.0243902439	11.075104591	22.0243902439
dqn4	2	2	10	1.2140791416168213	22.9285714286	10.9596507964	57.0	10.0	0.9900448802097482	22.9285714286	10.9596507964	21.9285714286
dqn4	2	2	11	1.2772252559661865	22.6511627907	10.979650778	57.0	10.0	0.9890548353295385	22.6511627907	10.979650778	21.6511627907
dqn4	2	2	12	1.3423378467559814	23.0	11.0925855663	57.0	10.0	0.988065780494209	23.0	11.0925855663	22.0
dqn4	2	2	13	1.4058504104614258	23.1555555556	11.0170686877	57.0	10.0	0.9870777147137147	23.1555555556	11.0170686877	22.1555555556
dqn4	2	2	14	1.471137285232544	23.3043478261	10.9422785268	57.0	10.0	0.986090636999001	23.3043478261	10.9422785268	22.3043478261
dqn4	2	2	15	1.5324902534484863	23.0425531915	10.9698958408	57.0	10.0	0.9851045463620021	23.0425531915	10.9698958408	22.0425531915
dqn4	2	2	16	1.5943405628204346	22.7916666667	10.9904472409	57.0	10.0	0.98411944181564	22.7916666667	10.9904472409	21.7916666667
dqn4	2	2	17	1.65810227394104	23.1020408163	11.0882266998	57.0	10.0	0.9831353223738244	23.1020408163	11.0882266998	22.1020408163
dqn4	2	2	18	1.7201588153839111	22.88	11.0862798088	57.0	10.0	0.9821521870514506	22.88	11.0862798088	21.88
dqn4	2	2	19	1.7815124988555908	22.7254901961	11.0312896005	57.0	10.0	0.9811700348643991	22.7254901961	11.0312896005	21.7254901961
dqn4	2	2	20	1.8429381847381592	22.6153846154	10.9529656085	57.0	10.0	0.9801888648295347	22.6153846154	10.9529656085	21.6153846154
dqn4	2	2	21	1.9059269428253174	22.4528301887	10.9122849893	57.0	10.0	0.9792086759647052	22.4528301887	10.9122849893	21.4528301887
dqn4	2	2	22	1.967719316482544	22.4259259259	10.812547327	57.0	10.0	0.9782294672887405	22.4259259259	10.812547327	21.4259259259
dqn4	2	2	23	2.029625654220581	22.2363636364	10.803978453	57.0	10.0	0.9772512378214517	22.2363636364	10.803978453	21.2363636364
dqn4	2	2	24	2.0902297496795654	22.125	10.7388854503	57.0	10.0	0.9762739865836303	22.125	10.7388854503	21.125
dqn4	2	2	25	2.156453847885132	21.9473684211	10.7269476253	57.0	10.0	0.9752977125970467	21.9473684211	10.7269476253	20.9473684211
dqn4	2	2	26	2.2200143337249756	21.775862069	10.7126143875	57.0	10.0	0.9743224148844496	21.775862069	10.7126143875	20.775862069
dqn4	2	2	27	2.282839775085449	21.7796610169	10.6214809472	57.0	10.0	0.9733480924695651	21.7796610169	10.6214809472	20.7796610169
dqn4	2	2	28	2.3462178707122803	21.9333333333	10.5985323932	57.0	10.0	0.9723747443770956	21.9333333333	10.5985323932	20.9333333333
dqn4	2	2	29	2.4104559421539307	22.3278688525	10.946548691	57.0	10.0	0.9714023696327185	22.3278688525	10.946548691	21.3278688525
dqn4	2	2	30	2.4720041751861572	22.4032258065	10.8738509625	57.0	10.0	0.9704309672630859	22.4032258065	10.8738509625	21.4032258065
dqn4	2	2	31	2.535431385040283	22.1904761905	10.9165043868	57.0	9.0	0.9694605362958227	22.1904761905	10.9165043868	21.1904761905
dqn4	2	2	32	2.598263740539551	22.0625	10.8784118211	57.0	9.0	0.9684910757595269	22.0625	10.8784118211	21.0625
dqn4	2	2	33	2.6637215614318848	22.0615384615	10.7944101247	57.0	9.0	0.9675225846837673	22.0615384615	10.7944101247	21.0615384615
dqn4	2	2	34	2.7280428409576416	21.9393939394	10.7574903966	57.0	9.0	0.9665550620990835	21.9393939394	10.7574903966	20.9393939394
dqn4	2	2	35	2.792654514312744	21.9850746269	10.6833564759	57.0	9.0	0.9655885070369844	21.9850746269	10.6833564759	20.9850746269
