Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	Epsilon	EpLenMean	EpLenStd	AvgScoresFor100Episodes
dqn18	1	1	1	1.4954051971435547	22.277100906	12.066581034	120.0	8.0	0.999	22.277100906	12.066581034	25.08
dqn18	1	1	2	1.5697753429412842	22.2798251093	12.0656811269	120.0	8.0	0.998001	22.2798251093	12.0656811269	24.85
dqn18	1	1	3	1.6458649635314941	22.2803621605	12.06383576	120.0	8.0	0.997002999	22.2803621605	12.06383576	24.94
dqn18	1	1	4	1.7259202003479004	22.2784019975	12.0624631263	120.0	8.0	0.996005996001	22.2784019975	12.0624631263	24.89
dqn18	1	1	5	1.800302267074585	22.2748829953	12.0622259245	120.0	8.0	0.995009990004999	22.2748829953	12.0622259245	24.81
dqn18	1	1	6	1.875730276107788	22.2766687461	12.0607682958	120.0	8.0	0.994014980014994	22.2766687461	12.0607682958	24.97
dqn18	1	1	7	1.9497482776641846	22.2728406611	12.0608356123	120.0	8.0	0.993020965034979	22.2728406611	12.0608356123	24.91
dqn18	1	1	8	2.022953987121582	22.2711970075	12.0593148903	120.0	8.0	0.9920279440699441	22.2711970075	12.0593148903	24.65
dqn18	1	1	9	2.0957770347595215	22.2689311312	12.058118743	120.0	8.0	0.9910359161258742	22.2689311312	12.058118743	24.56
dqn18	1	1	10	2.1733968257904053	22.2847352025	12.0894350523	120.0	8.0	0.9900448802097482	22.2847352025	12.0894350523	24.79
dqn18	1	1	11	2.2464442253112793	22.2862036749	12.0878387301	120.0	8.0	0.9890548353295385	22.2862036749	12.0878387301	24.9
dqn18	1	1	12	2.322477102279663	22.2820672478	12.0882295997	120.0	8.0	0.988065780494209	22.2820672478	12.0882295997	24.79
dqn18	1	1	13	2.4019055366516113	22.2850918145	12.0875638095	120.0	8.0	0.9870777147137147	22.2850918145	12.0875638095	24.78
dqn18	1	1	14	2.4812633991241455	22.3011823273	12.1200494677	120.0	8.0	0.986090636999001	22.3011823273	12.1200494677	25.13
dqn18	1	1	15	2.557128429412842	22.298600311	12.1190484578	120.0	8.0	0.9851045463620021	22.298600311	12.1190484578	25.06
dqn18	1	1	16	2.6313276290893555	22.2972636816	12.1174011415	120.0	8.0	0.98411944181564	22.2972636816	12.1174011415	24.83
dqn18	1	1	17	2.7032241821289062	22.29437364	12.1166261479	120.0	8.0	0.9831353223738244	22.29437364	12.1166261479	24.67
dqn18	1	1	18	2.777343511581421	22.2933499068	12.1148825169	120.0	8.0	0.9821521870514506	22.2933499068	12.1148825169	24.71
dqn18	1	1	19	2.8568027019500732	22.3007145076	12.1202029337	120.0	8.0	0.9811700348643991	22.3007145076	12.1202029337	24.9
