Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	AvgScoresFor100Episodes
pga9	3	3	5	0.11588025093078613	26.0	0.0	26.0	26.0	26.8
pga9	3	3	10	0.19928622245788574	23.0	3.0	26.0	20.0	25.3
pga9	3	3	15	0.26268935203552246	22.0	2.82842712475	26.0	20.0	22.8666666667
pga9	3	3	20	0.33362865447998047	23.0	3.0	26.0	20.0	22.1
pga9	3	3	25	0.43585753440856934	21.4	4.17612260356	26.0	15.0	23.8
pga9	3	3	30	0.5168726444244385	20.1666666667	4.70519807116	26.0	14.0	23.7666666667
pga9	3	3	35	0.6148312091827393	22.4285714286	7.0479407906	36.0	14.0	24.4285714286
pga9	3	3	40	0.7399001121520996	21.5	7.03562363974	36.0	14.0	25.875
pga9	3	3	45	0.8360393047332764	21.1111111111	6.72382900907	36.0	14.0	26.0
pga9	3	3	50	0.9610509872436523	22.5	7.61905505952	36.0	14.0	27.1
pga9	3	3	55	1.1015901565551758	22.8181818182	7.33383419276	36.0	14.0	28.4
pga9	3	3	60	1.2860722541809082	23.3333333333	7.22649446289	36.0	14.0	30.6666666667
pga9	3	3	65	1.4804368019104004	24.0	7.31699812344	36.0	14.0	32.6769230769
pga9	3	3	70	1.5959961414337158	23.1428571429	7.69839633446	36.0	12.0	32.7714285714
pga9	3	3	75	1.698202133178711	23.0	7.45654075292	36.0	12.0	32.5466666667
pga9	3	3	80	1.7996742725372314	24.1875	8.56021867419	42.0	12.0	32.325
pga9	3	3	85	1.8691225051879883	24.5882352941	8.45791535663	42.0	12.0	31.5411764706
pga9	3	3	90	2.015583038330078	26.0	10.0719632865	50.0	12.0	32.1222222222
pga9	3	3	95	2.476613759994507	28.2105263158	13.5669061259	68.0	12.0	33.2631578947
pga9	3	3	100	2.795825242996216	29.85	15.0308848708	68.0	12.0	33.29
pga9	3	3	105	3.0936503410339355	30.0476190476	14.6952411814	68.0	12.0	35.14
pga9	3	3	110	3.3173558712005615	31.7727272727	16.3899409788	68.0	12.0	37.19
pga9	3	3	115	3.5090584754943848	33.0434782609	17.1019405481	68.0	12.0	39.11
pga9	3	3	120	3.64517879486084	33.2916666667	16.7841174097	68.0	12.0	40.11
pga9	3	3	125	3.7936277389526367	35.24	19.0142683267	82.0	12.0	40.74
pga9	3	3	130	3.9384937286376953	36.0	19.0283189766	82.0	12.0	41.63
pga9	3	3	135	4.129090070724487	37.7037037037	20.5945242899	82.0	12.0	43.02
pga9	3	3	140	4.406229496002197	37.7857142857	20.2279106026	82.0	12.0	45.34
pga9	3	3	145	4.6169092655181885	37.9310344828	19.8909631786	82.0	12.0	47.19
pga9	3	3	150	4.905613899230957	39.7333333333	21.8325954074	92.0	12.0	49.78
pga9	3	3	155	5.097361326217651	40.1935483871	21.6249845867	92.0	12.0	50.56
pga9	3	3	160	5.4123334884643555	40.875	21.6199416049	92.0	12.0	52.48
pga9	3	3	165	5.8188316822052	44.9696969697	31.4608798433	176.0	12.0	55.79
pga9	3	3	170	6.261331558227539	47.6176470588	34.5262174091	176.0	12.0	60.83
pga9	3	3	175	6.679708957672119	51.9714285714	42.4556815745	200.0	12.0	65.49
pga9	3	3	180	7.134055137634277	53.7222222222	43.1242462808	200.0	12.0	70.91
pga9	3	3	185	7.44145941734314	56.9459459459	46.7286276893	200.0	12.0	74.61
pga9	3	3	190	7.811273813247681	58.2105263158	46.7468872562	200.0	12.0	78.03
pga9	3	3	195	8.14773154258728	57.5128205128	46.3436836594	200.0	12.0	80.38
pga9	3	3	200	8.467532873153687	58.15	45.9334028785	200.0	12.0	83.5
pga9	3	3	205	8.891497611999512	61.6097560976	50.3707609964	200.0	12.0	86.7
pga9	3	3	210	9.29651165008545	64.0238095238	52.1127386379	200.0	12.0	89.48
pga9	3	3	215	9.753650188446045	65.1162790698	51.9875697586	200.0	12.0	93.57
pga9	3	3	220	10.210707664489746	64.3409090909	51.6443005664	200.0	12.0	98.49
pga9	3	3	225	10.76344108581543	63.7555555556	51.2146487532	200.0	12.0	104.49
pga9	3	3	230	11.357619285583496	66.7173913043	54.4121402069	200.0	12.0	111.37
pga9	3	3	235	11.940572261810303	69.4680851064	56.9713817907	200.0	12.0	117.34
pga9	3	3	240	12.41646957397461	68.7291666667	56.6019506375	200.0	12.0	120.46
pga9	3	3	245	13.000842571258545	70.3469387755	57.1316242604	200.0	12.0	126.25
pga9	3	3	250	13.656602144241333	72.94	59.3987912335	200.0	12.0	131.76
pga9	3	3	255	14.287742853164673	75.431372549	61.3952974191	200.0	12.0	138.34
pga9	3	3	260	14.950676918029785	77.8269230769	63.163012897	200.0	12.0	143.59
pga9	3	3	265	15.50930643081665	80.1320754717	64.7348839311	200.0	12.0	146.01
pga9	3	3	270	16.154454469680786	82.3518518519	66.1373871426	200.0	12.0	149.08
pga9	3	3	275	16.783814907073975	84.4909090909	67.3921691505	200.0	12.0	152.62
pga9	3	3	280	17.363776445388794	86.5535714286	68.5171823192	200.0	12.0	154.47
pga9	3	3	285	18.021886825561523	88.5438596491	69.527495552	200.0	12.0	159.77
pga9	3	3	290	18.678609609603882	90.4655172414	70.4358880698	200.0	12.0	164.2
pga9	3	3	295	19.28132724761963	92.3220338983	71.2532938704	200.0	12.0	167.75
pga9	3	3	300	19.933991193771362	94.1166666667	71.9891407706	200.0	12.0	172.03
pga9	3	3	305	20.476685762405396	94.4590163934	71.4458579305	200.0	12.0	173.77
pga9	3	3	310	21.019813060760498	96.1612903226	72.1036873354	200.0	12.0	175.98
pga9	3	3	315	21.66138744354248	97.8095238095	72.6969917377	200.0	12.0	178.89
pga9	3	3	320	22.21836757659912	99.40625	73.2318063476	200.0	12.0	180.34
pga9	3	3	325	22.801740884780884	100.953846154	73.7134641222	200.0	12.0	180.92
pga9	3	3	330	23.422115564346313	102.454545455	74.1466977172	200.0	12.0	181.36
pga9	3	3	335	23.924118995666504	103.328358209	73.9328836538	200.0	12.0	180.22
pga9	3	3	340	24.57655906677246	104.75	74.3040999186	200.0	12.0	182.93
pga9	3	3	345	25.223466396331787	106.130434783	74.6368819431	200.0	12.0	183.57
pga9	3	3	350	25.966482162475586	107.471428571	74.9343944353	200.0	12.0	183.57
pga9	3	3	355	26.626752853393555	108.774647887	75.1994900311	200.0	12.0	184.08
pga9	3	3	360	27.287821531295776	110.041666667	75.4347469119	200.0	12.0	184.02
pga9	3	3	365	27.96026301383972	111.273972603	75.6425009681	200.0	12.0	184.23
pga9	3	3	370	28.614543437957764	112.472972973	75.8248734368	200.0	12.0	184.37
pga9	3	3	375	29.259228944778442	113.64	75.9837947635	200.0	12.0	184.55
pga9	3	3	380	29.915902614593506	114.776315789	76.1210252932	200.0	12.0	185.78
pga9	3	3	385	30.652286529541016	115.883116883	76.2381732835	200.0	12.0	185.78
pga9	3	3	390	31.300415754318237	116.961538462	76.3367106477	200.0	12.0	185.75
pga9	3	3	395	31.961638927459717	118.012658228	76.4179867605	200.0	12.0	187.11
pga9	3	3	400	32.657224893569946	119.0375	76.483240607	200.0	12.0	187.97
pga9	3	3	405	33.328447103500366	120.037037037	76.5336115049	200.0	12.0	189.79
pga9	3	3	410	33.98534679412842	121.012195122	76.5701485969	200.0	12.0	191.51
pga9	3	3	415	34.730797290802	121.963855422	76.5938192768	200.0	12.0	191.64
pga9	3	3	420	35.37753486633301	122.892857143	76.6055166883	200.0	12.0	193.23
pga9	3	3	425	36.02681374549866	123.8	76.6060664162	200.0	12.0	194.44
