Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	AvgScoresFor100Episodes
pga5	5	5	10	0.192854642868042	20.0	0.0	20.0	20.0	23.4
pga5	5	5	20	0.3273775577545166	24.5	4.5	29.0	20.0	20.85
pga5	5	5	30	0.4705073833465576	21.0	6.16441400297	29.0	14.0	20.3333333333
pga5	5	5	40	0.7069599628448486	18.75	6.6096520332	29.0	12.0	23.2
pga5	5	5	50	0.8558406829833984	16.8	7.08237248385	29.0	9.0	22.78
pga5	5	5	60	1.0576322078704834	16.6666666667	6.47216261298	29.0	9.0	23.5
pga5	5	5	70	1.3018403053283691	16.1428571429	6.12788873986	29.0	9.0	24.9428571429
pga5	5	5	80	1.554095983505249	23.125	19.3419072224	72.0	9.0	26.275
pga5	5	5	90	1.7352404594421387	25.3333333333	19.2757763931	72.0	9.0	26.2
pga5	5	5	100	1.9499835968017578	26.5	18.6185391478	72.0	9.0	26.59
pga5	5	5	110	2.31413197517395	26.4545454545	17.7526624706	72.0	9.0	28.42
pga5	5	5	120	2.621460437774658	28.9166666667	18.8567332507	72.0	9.0	30.06
pga5	5	5	130	2.8918590545654297	29.0769230769	18.1254667355	72.0	9.0	31.89
pga5	5	5	140	3.143996000289917	27.9285714286	17.9501861738	72.0	9.0	32.27
pga5	5	5	150	3.392075538635254	27.4	17.4539393834	72.0	9.0	33.65
pga5	5	5	160	3.5966477394104004	27.1875	16.9197323782	72.0	9.0	33.83
pga5	5	5	170	3.9868786334991455	27.0	16.4316767252	72.0	9.0	36.12
pga5	5	5	180	4.4649882316589355	26.3888888889	16.166284837	72.0	9.0	39.46
pga5	5	5	190	4.668020009994507	26.4736842105	15.7392182681	72.0	9.0	39.71
pga5	5	5	200	5.039487838745117	26.95	15.4805523157	72.0	9.0	42.0
pga5	5	5	210	5.424073696136475	27.7142857143	15.4892984782	72.0	9.0	43.32
pga5	5	5	220	5.909242391586304	28.0	15.1897094352	72.0	9.0	46.73
pga5	5	5	230	6.292125940322876	29.3913043478	16.2259564746	72.0	9.0	48.08
pga5	5	5	240	6.603052854537964	32.5	21.7849336316	104.0	9.0	48.99
pga5	5	5	250	7.138915777206421	36.8	29.9893314364	140.0	9.0	52.55
pga5	5	5	260	7.703355550765991	38.2692307692	30.3106451119	140.0	9.0	57.71
pga5	5	5	270	8.385699272155762	40.3333333333	31.5512516627	140.0	9.0	60.89
pga5	5	5	280	9.005670070648193	43.5714285714	35.2566392648	140.0	9.0	62.16
pga5	5	5	290	9.841837882995605	45.2413793103	35.7526513822	140.0	9.0	69.27
pga5	5	5	300	10.741541147232056	49.8	42.875323128	182.0	9.0	76.42
pga5	5	5	310	11.529212951660156	54.6451612903	49.8323307328	200.0	9.0	82.28
pga5	5	5	320	12.425188302993774	54.84375	49.0599820214	200.0	9.0	87.7
pga5	5	5	330	13.364524602890015	56.9696969697	49.7852873779	200.0	9.0	95.98
pga5	5	5	340	14.567705154418945	61.1764705882	54.6779182164	200.0	9.0	106.35
pga5	5	5	350	15.531169176101685	65.1428571429	58.6442752569	200.0	9.0	113.08
pga5	5	5	360	16.53612446784973	66.1666666667	58.1403952133	200.0	9.0	119.67
pga5	5	5	370	17.707701921463013	68.3513513514	58.8282962878	200.0	9.0	126.69
pga5	5	5	380	18.753052949905396	71.8157894737	61.7558244699	200.0	9.0	133.32
pga5	5	5	390	19.963215827941895	72.6153846154	61.1578937541	200.0	9.0	140.5
pga5	5	5	400	21.162354707717896	75.275	62.6310575913	200.0	9.0	144.6
pga5	5	5	410	22.46266770362854	75.8536585366	61.9707094366	200.0	9.0	149.1
pga5	5	5	420	23.71246886253357	78.3095238095	63.2156129356	200.0	9.0	154.99
pga5	5	5	430	25.132686853408813	81.1395348837	65.1126327883	200.0	9.0	160.35
pga5	5	5	440	26.416407108306885	82.9318181818	65.4326154866	200.0	9.0	163.12
pga5	5	5	450	27.78248691558838	85.5333333333	66.9632071448	200.0	9.0	169.09
pga5	5	5	460	28.99679660797119	86.4130434783	66.4937316715	200.0	9.0	171.87
pga5	5	5	470	30.33297300338745	88.829787234	67.7939051892	200.0	9.0	175.92
pga5	5	5	480	31.872786283493042	91.1458333333	68.9374685202	200.0	9.0	180.88
pga5	5	5	490	33.25821328163147	93.3673469388	69.9447869358	200.0	9.0	183.68
pga5	5	5	500	34.80244851112366	95.5	70.8328313708	200.0	9.0	186.92
pga5	5	5	510	36.14378237724304	97.5490196078	71.6158909207	200.0	9.0	190.06
pga5	5	5	520	37.67478799819946	99.5192307692	72.3061042174	200.0	9.0	191.66
pga5	5	5	530	38.96580505371094	101.41509434	72.9138633613	200.0	9.0	191.17
pga5	5	5	540	40.338292837142944	103.240740741	73.4481261101	200.0	9.0	193.33
pga5	5	5	550	41.944178342819214	105.0	73.9166606881	200.0	9.0	193.48
pga5	5	5	560	43.25721836090088	106.696428571	74.3262402335	200.0	9.0	194.33
pga5	5	5	570	44.67775011062622	108.333333333	74.6827990091	200.0	9.0	194.32
pga5	5	5	580	46.068198919296265	109.913793103	74.9915591762	200.0	9.0	194.1
pga5	5	5	590	47.35244178771973	111.440677966	75.2571346213	200.0	9.0	193.26
pga5	5	5	600	48.69385600090027	112.916666667	75.4836166919	200.0	9.0	193.37
pga5	5	5	610	50.02312183380127	114.344262295	75.6746455246	200.0	9.0	194.05
pga5	5	5	620	51.372573375701904	115.725806452	75.8334697906	200.0	9.0	194.16
pga5	5	5	630	52.62481641769409	117.063492063	75.9629970521	200.0	9.0	194.55
pga5	5	5	640	53.95453643798828	118.015625	75.7451508736	200.0	9.0	194.46
pga5	5	5	650	55.30704402923584	119.276923077	75.8345380402	200.0	9.0	194.46
