Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	AvgScoresFor100Episodes
pga9	1	1	5	0.09487581253051758	20.0	0.0	20.0	20.0	18.8
pga9	1	1	10	0.200453519821167	39.5	19.5	59.0	20.0	23.9
pga9	1	1	15	0.29799580574035645	30.3333333333	20.5318181259	59.0	12.0	24.9333333333
pga9	1	1	20	0.4167482852935791	31.0	17.8185296812	59.0	12.0	27.05
pga9	1	1	25	0.5188710689544678	32.8	16.3389106124	59.0	12.0	27.12
pga9	1	1	30	0.6398816108703613	41.1666666667	23.926391751	83.0	12.0	28.1666666667
pga9	1	1	35	0.7664499282836914	40.0	22.3351100928	83.0	12.0	29.1428571429
pga9	1	1	40	0.9332373142242432	45.125	24.9070145742	83.0	12.0	31.275
pga9	1	1	45	1.0552384853363037	43.5555555556	23.8984477	83.0	12.0	31.5333333333
pga9	1	1	50	1.2123847007751465	43.9	22.6955942861	83.0	12.0	32.86
pga9	1	1	55	1.3438656330108643	43.7272727273	21.6462926034	83.0	12.0	33.1090909091
pga9	1	1	60	1.4902780055999756	41.75	21.7375443262	83.0	12.0	33.8
pga9	1	1	65	1.6439564228057861	40.0	21.7467946356	83.0	12.0	34.5384615385
pga9	1	1	70	1.768432855606079	39.7142857143	20.9810410045	83.0	12.0	34.5428571429
pga9	1	1	75	1.9415125846862793	38.0666666667	21.1863687833	83.0	12.0	35.4666666667
pga9	1	1	80	2.1074934005737305	36.875	21.0263970998	83.0	12.0	36.1375
pga9	1	1	85	2.250452756881714	36.0	20.6966891356	83.0	12.0	36.4
pga9	1	1	90	2.4732587337493896	37.1111111111	20.6286986957	83.0	12.0	37.9444444444
pga9	1	1	95	2.6545095443725586	37.9473684211	20.3895579163	83.0	12.0	38.6631578947
pga9	1	1	100	2.854914665222168	41.2	24.4122919858	103.0	12.0	39.56
pga9	1	1	105	3.006417989730835	42.2857142857	24.3137093547	103.0	12.0	40.72
pga9	1	1	110	3.234168529510498	44.0454545455	25.0861737956	103.0	12.0	42.53
pga9	1	1	115	3.39862322807312	43.0434782609	24.980824404	103.0	12.0	43.45
pga9	1	1	120	3.6420352458953857	44.2083333333	25.0848213844	103.0	12.0	45.21
pga9	1	1	125	3.8500044345855713	45.88	25.9064779544	103.0	12.0	46.76
pga9	1	1	130	4.087245464324951	45.7307692308	25.4143473899	103.0	12.0	48.44
pga9	1	1	135	4.304519176483154	47.1851851852	26.01856465	103.0	12.0	49.76
pga9	1	1	140	4.53386664390564	47.1428571429	25.5506699461	103.0	12.0	50.74
pga9	1	1	145	4.727597713470459	46.8965517241	25.1400831584	103.0	12.0	51.77
pga9	1	1	150	4.9967803955078125	47.1333333333	24.7503984255	103.0	12.0	53.31
pga9	1	1	155	5.165052175521851	47.4516129032	24.4102552612	103.0	12.0	53.92
pga9	1	1	160	5.422095775604248	48.125	24.3165966986	103.0	12.0	55.52
pga9	1	1	165	5.698375940322876	48.3939393939	23.9936094951	103.0	12.0	56.81
pga9	1	1	170	5.984900236129761	50.3235294118	26.1080566653	114.0	12.0	58.79
pga9	1	1	175	6.248594284057617	50.4285714286	25.7396700104	114.0	12.0	60.13
pga9	1	1	180	6.569082260131836	53.3333333333	30.6503579823	155.0	12.0	62.49
pga9	1	1	185	6.809281826019287	53.7567567568	30.3398813493	155.0	12.0	63.84
