Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	AvgScoresFor100Episodes
pga11	4	4	1	0.03997397422790527	24.0	0.0	24.0	24.0	23.0
pga11	4	4	2	0.05337643623352051	21.0	3.0	24.0	18.0	20.0
pga11	4	4	3	0.06040811538696289	17.0	6.16441400297	24.0	9.0	16.0
pga11	4	4	4	0.0680088996887207	15.25	6.1390145789	24.0	9.0	14.25
pga11	4	4	5	0.08243298530578613	16.4	5.95315042645	24.0	9.0	15.4
pga11	4	4	6	0.09647202491760254	17.0	5.59761854125	24.0	9.0	16.0
pga11	4	4	7	0.1033017635345459	15.8571428571	5.89015089374	24.0	9.0	14.8571428571
pga11	4	4	8	0.11105775833129883	15.125	5.84032319311	24.0	9.0	14.125
pga11	4	4	9	0.13406896591186523	17.1111111111	7.86616445352	33.0	9.0	16.1111111111
pga11	4	4	10	0.14452004432678223	16.8	7.52063827079	33.0	9.0	15.8
pga11	4	4	11	0.1520071029663086	16.1818181818	7.43233943126	33.0	9.0	15.1818181818
pga11	4	4	12	0.1594676971435547	15.6666666667	7.31816613337	33.0	9.0	14.6666666667
pga11	4	4	13	0.16853642463684082	15.3846153846	7.09862892004	33.0	9.0	14.3846153846
pga11	4	4	14	0.17841506004333496	15.2142857143	6.86792307375	33.0	9.0	14.2142857143
pga11	4	4	15	0.1858508586883545	14.8666666667	6.7613279432	33.0	9.0	13.8666666667
pga11	4	4	16	0.19594931602478027	14.8125	6.54998807251	33.0	9.0	13.8125
pga11	4	4	17	0.20696353912353516	14.7647058824	6.3572969817	33.0	9.0	13.7647058824
pga11	4	4	18	0.2187957763671875	14.7777777778	6.17841723309	33.0	9.0	13.7777777778
pga11	4	4	19	0.2361469268798828	15.3157894737	6.43225941787	33.0	9.0	14.3157894737
pga11	4	4	20	0.2501235008239746	15.55	6.35196819891	33.0	9.0	14.55
pga11	4	4	21	0.27841806411743164	16.7619047619	8.23410307895	41.0	9.0	15.7619047619
pga11	4	4	22	0.29528212547302246	17.0909090909	8.18484792389	41.0	9.0	16.0909090909
