Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	AvgScoresFor100Episodes
pga13	5	5	5	0.11140131950378418	13.0	0.0	13.0	13.0	24.8
pga13	5	5	10	0.19921159744262695	19.0	6.0	25.0	13.0	24.5
pga13	5	5	15	0.25010132789611816	17.6666666667	5.24933858267	25.0	13.0	20.9333333333
pga13	5	5	20	0.320448637008667	18.25	4.65698400255	25.0	13.0	20.8
pga13	5	5	25	0.3815641403198242	18.0	4.19523539268	25.0	13.0	20.0
pga13	5	5	30	0.4669613838195801	18.0	3.82970843103	25.0	13.0	20.8
pga13	5	5	35	0.5318088531494141	17.2857142857	3.95381500089	25.0	13.0	20.4
pga13	5	5	40	0.6227550506591797	17.5	3.74165738677	25.0	13.0	21.025
pga13	5	5	45	0.6901555061340332	17.5555555556	3.53116635157	25.0	13.0	20.8
pga13	5	5	50	0.8116979598999023	20.5	9.44722181385	47.0	13.0	22.16
pga13	5	5	55	0.9180490970611572	20.3636363636	9.01788855828	47.0	13.0	22.9818181818
pga13	5	5	60	0.9968934059143066	20.25	8.64219300872	47.0	13.0	22.95
pga13	5	5	65	1.1076774597167969	20.0769230769	8.32476877444	47.0	13.0	23.2
pga13	5	5	70	1.2578396797180176	24.0714285714	16.4857699925	76.0	13.0	24.5
pga13	5	5	75	1.328007459640503	24.1333333333	15.9284511349	76.0	13.0	24.12
pga13	5	5	80	1.4276456832885742	23.9375	15.4412950801	76.0	13.0	24.3
pga13	5	5	85	1.5670926570892334	26.5294117647	18.2180183821	76.0	13.0	24.8823529412
pga13	5	5	90	1.673840045928955	26.0555555556	17.8122062462	76.0	13.0	24.9888888889
pga13	5	5	95	1.7986791133880615	27.3157894737	18.1428618168	76.0	13.0	25.4842105263
pga13	5	5	100	1.9129207134246826	27.15	17.6982343752	76.0	13.0	25.81
pga13	5	5	105	2.003588914871216	27.7142857143	17.4550930135	76.0	13.0	25.87
pga13	5	5	110	2.12345027923584	27.1818181818	17.2274526256	76.0	13.0	26.35
