Experiment	TrialNo	seed	Episode	Time	AverageReturn	StdReturn	MaxReturn	MinReturn	Epsilon	EpLenMean	EpLenStd	AvgScoresFor100Episodes
dqn13	1	1	1	0.6161611080169678	22.303030303	12.8805346409	71.0	9.0	0.995	22.303030303	12.8805346409	21.303030303
dqn13	1	1	2	0.6907048225402832	22.0588235294	12.7670098219	71.0	9.0	0.990025	22.0588235294	12.7670098219	21.0588235294
dqn13	1	1	3	0.777611255645752	22.0285714286	12.5845386187	71.0	9.0	0.985074875	22.0285714286	12.5845386187	21.0285714286
dqn13	1	1	4	0.8492264747619629	22.25	12.4774797135	71.0	9.0	0.9801495006250001	22.25	12.4774797135	21.25
dqn13	1	1	5	0.9189329147338867	21.9459459459	12.4421818412	71.0	9.0	0.9752487531218751	21.9459459459	12.4421818412	20.9459459459
dqn13	1	1	6	0.9887783527374268	22.6578947368	13.0187644247	71.0	9.0	0.9703725093562657	22.6578947368	13.0187644247	21.6578947368
dqn13	1	1	7	1.0583715438842773	23.1794871795	13.2469092571	71.0	9.0	0.9655206468094844	23.1794871795	13.2469092571	22.1794871795
dqn13	1	1	8	1.131225824356079	23.05	13.1052470408	71.0	9.0	0.960693043575437	23.05	13.1052470408	22.05
dqn13	1	1	9	1.2050502300262451	23.1463414634	12.9587732324	71.0	9.0	0.9558895783575597	23.1463414634	12.9587732324	22.1463414634
dqn13	1	1	10	1.2788450717926025	22.9761904762	12.849843607	71.0	9.0	0.9511101304657719	22.9761904762	12.849843607	21.9761904762
dqn13	1	1	11	1.3484134674072266	22.8837209302	12.7136793246	71.0	9.0	0.946354579813443	22.8837209302	12.7136793246	21.8837209302
dqn13	1	1	12	1.4187641143798828	22.7954545455	12.5816958415	71.0	9.0	0.9416228069143757	22.7954545455	12.5816958415	21.7954545455
dqn13	1	1	13	1.4870707988739014	22.5555555556	12.5424710582	71.0	9.0	0.9369146928798039	22.5555555556	12.5424710582	21.5555555556
dqn13	1	1	14	1.5548982620239258	22.5434782609	12.4056553053	71.0	9.0	0.9322301194154049	22.5434782609	12.4056553053	21.5434782609
dqn13	1	1	15	1.6226165294647217	22.5319148936	12.2732212627	71.0	9.0	0.9275689688183278	22.5319148936	12.2732212627	21.5319148936
dqn13	1	1	16	1.6919052600860596	22.3541666667	12.2056844396	71.0	9.0	0.9229311239742362	22.3541666667	12.2056844396	21.3541666667
dqn13	1	1	17	1.7611453533172607	22.5918367347	12.1921995259	71.0	9.0	0.918316468354365	22.5918367347	12.1921995259	21.5918367347
dqn13	1	1	18	1.833113431930542	23.1	12.5829249382	71.0	9.0	0.9137248860125932	23.1	12.5829249382	22.1
dqn13	1	1	19	1.9034357070922852	22.9019607843	12.5374027112	71.0	9.0	0.9091562615825302	22.9019607843	12.5374027112	21.9019607843
dqn13	1	1	20	1.9713890552520752	22.8269230769	12.4278241704	71.0	9.0	0.9046104802746175	22.8269230769	12.4278241704	21.8269230769
dqn13	1	1	21	2.04732346534729	23.7358490566	13.9461916671	71.0	9.0	0.9000874278732445	23.7358490566	13.9461916671	22.7358490566
dqn13	1	1	22	2.1195976734161377	24.0925925926	14.0584342926	71.0	9.0	0.8955869907338783	24.0925925926	14.0584342926	23.0925925926
dqn13	1	1	23	2.1890833377838135	23.8909090909	14.0086631992	71.0	9.0	0.8911090557802088	23.8909090909	14.0086631992	22.8909090909
dqn13	1	1	24	2.2618324756622314	23.7857142857	13.9049249827	71.0	9.0	0.8866535105013078	23.7857142857	13.9049249827	22.7857142857
dqn13	1	1	25	2.3296751976013184	23.6140350877	13.842160852	71.0	9.0	0.8822202429488013	23.6140350877	13.842160852	22.6140350877
